,HomeTeam,HomeTeamID,AwayTeam,AwayTeamID,UTCDate,ESTDate
1399,Vegas Golden Knights,702,Seattle Kraken,1436,2023-04-12T02:00:00+00:00,2023-04-11
1400,New York Islanders,691,Montreal Canadiens,688,2023-04-12T23:00:00+00:00,2023-04-12
1401,St. Louis Blues,698,Dallas Stars,681,2023-04-12T23:30:00+00:00,2023-04-12
1402,Calgary Flames,675,San Jose Sharks,697,2023-04-13T02:00:00+00:00,2023-04-12
1403,Washington Capitals,703,New Jersey Devils,690,2023-04-13T23:00:00+00:00,2023-04-13
1404,Tampa Bay Lightning,699,Detroit Red Wings,682,2023-04-13T23:00:00+00:00,2023-04-13
1405,New York Rangers,692,Toronto Maple Leafs,700,2023-04-13T23:00:00+00:00,2023-04-13
1406,Montreal Canadiens,688,Boston Bruins,673,2023-04-13T23:00:00+00:00,2023-04-13
1407,Florida Panthers,684,Carolina Hurricanes,676,2023-04-13T23:00:00+00:00,2023-04-13
1408,Columbus Blue Jackets,680,Pittsburgh Penguins,696,2023-04-13T23:00:00+00:00,2023-04-13
1409,Buffalo Sabres,674,Ottawa Senators,693,2023-04-13T23:00:00+00:00,2023-04-13
1410,Nashville Predators,689,Minnesota Wild,687,2023-04-14T00:00:00+00:00,2023-04-13
1411,Dallas Stars,681,St. Louis Blues,698,2023-04-14T00:00:00+00:00,2023-04-13
1412,Chicago Blackhawks,678,Philadelphia Flyers,695,2023-04-14T00:30:00+00:00,2023-04-13
1413,Colorado Avalanche,679,Winnipeg Jets,704,2023-04-14T01:00:00+00:00,2023-04-13
1414,Edmonton Oilers,683,San Jose Sharks,697,2023-04-14T01:00:00+00:00,2023-04-13
1415,Anaheim Ducks,670,Los Angeles Kings,685,2023-04-14T02:00:00+00:00,2023-04-13
1416,Arizona Coyotes,1460,Vancouver Canucks,701,2023-04-14T02:00:00+00:00,2023-04-13
1417,Seattle Kraken,1436,Vegas Golden Knights,702,2023-04-14T02:30:00+00:00,2023-04-13
1418,Columbus Blue Jackets,680,Buffalo Sabres,674,2023-04-14T23:00:00+00:00,2023-04-14
1419,Nashville Predators,689,Colorado Avalanche,679,2023-04-15T00:00:00+00:00,2023-04-14
